"Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Location","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Type.1","Grid.no","AM.PM","Segment","Habitat","Sal","Mix","Grass","Range","Species.category","valid"
"S35340865","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:49 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 3","Transect","G8","AM",3,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323623","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:56 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","H7  Segment-03  22.120235, 80.742770  Mixed-100%","Transect","H7","AM",3,"Mix 1.0",0,1,0,"Mukki","species",1
"S36135999","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:57 AM","eBird - Traveling Count",28,1,0.2,NA,4,"","","22 13 44.08  80 38 47.85  862m  Raju, Uday, Umesh, Sharmila  Hilly terrain, Miscellenious forest","Transect","F5","AM",2,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407983","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:59 AM","eBird - Traveling Count",20,1,0.2,NA,4,"","","Team Baza  Location D4 sonf b1 - 22.3309380.59595  4 wild boar,","Transect","D4","AM",1,"",NA,NA,NA,"Sarhi","species",1
"S35323634","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:26 AM","eBird - Traveling Count",21,1,0.2,NA,6,"","","H7  Segment-05  22.122967, 80.740048  Mixed-100%","Transect","H7","AM",5,"Mix 1.0",0,1,0,"Mukki","species",1
"S35366185","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:29 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","","D3, Khatia transect, Seg 4. 50% mixed forest, 50% Sal. 462m alt  Start: 22.317694, 80.533161    <a href=""https://www.flickr.com/photos/87572701@N07/32787028013/in/dateposted-public/"" title=""DSCN5956 Khatia transect, Seg 4""><img src=""https://c1.staticflickr.com/4/3894/32787028013_610a618905_z.jpg"" alt=""DSCN5956 Khatia transect, Seg 4"" /></a>","Transect","D3","AM",4,"Sal 0.5, Mix 0.5",0.5,0.5,0,"Kisli","species",1
"S35340858","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:43 AM","eBird - Traveling Count",12,1,0.2,NA,5,"","","G8 Advar segment 8","Transect","G8","AM",7,"",NA,NA,NA,"Bhaisanghat","species",1
"S35306339","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:50 AM","eBird - Traveling Count",15,1,0.2,NA,7,"","","Tr-2, Seg-4, 22°10'27.8"", 80°36'39.5"", mixed Forest 100%","Transect","G4","AM",4,"Mix 1.0",0,1,0,"Mukki","species",1
"S35340857","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:52 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 9","Transect","G8","AM",8,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323641","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:07 AM","eBird - Traveling Count",16,1,0.2,NA,6,"","","H7  Segment-07  22.125546, 80.737157  Mixed-100%","Transect","H7","AM",7,"Mix 1.0",0,1,0,"Mukki","species",1
"S35373686","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:54 AM","eBird - Traveling Count",16,1,0.2,NA,6,"","","H7  Segment-10  22.129131, 80.733228  22.13054, 80.73176  Mixed-100%","Transect","H7","AM",10,"Mix 1.0",0,1,0,"Mukki","species",1
"S35323659","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,10,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:30 AM","eBird - Traveling Count",29,1,0.2,NA,6,"","","H7  Waterbody count  22.12687, 80.72961","Water","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323712","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:45 AM","eBird - Traveling Count",105,1,4,NA,4,"","","Mixed forest  22 14 42.35  80 38 46.01  Alt652 meter","General","F5","AM",NA,"",NA,NA,NA,"Kanha","species",1
"S35407951","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","10:33 AM","eBird - Casual Observation",0,0,NA,NA,4,"","","Team Baza  Location Sonf end  some at the camp which was a mini mango grove","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S36273157","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","03:50 PM","eBird - Traveling Count",100,1,2,NA,4,"","","Starting point- Umarpani  22 15 20.95  80 37 20.67  Alt 680m  Mixed forest   End point- Kanha Meadow  22 13 44.08  80 38 47.85  Alt.862 meter  Mixed forest  Raju, Uday, Umesh, Sharmila","General","F5","PM",NA,"",NA,NA,NA,"Kanha","species",1
"S35408002","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:12 PM","eBird - Traveling Count",37,1,0.2,NA,4,"","","Team Baza  Location Sitting on pond edge, D4 sonf 3 - 22.3345480.59586","Transect","D4","PM",3,"",NA,NA,NA,"Sarhi","species",1
"S35408004","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,7,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:50 PM","eBird - Traveling Count",14,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf 4 - 22.3359580.59563","Transect","D4","PM",4,"",NA,NA,NA,"Sarhi","species",1
"S35408007","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,9,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:14 PM","eBird - Traveling Count",15,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf 6 - 22.3391580.59565","Transect","D4","PM",6,"",NA,NA,NA,"Sarhi","species",1
"S35408008","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,12,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:29 PM","eBird - Traveling Count",13,1,0.2,NA,4,"","","Team Baza  location d4 Sonf 7 - 22.3408280.59549","Transect","D4","PM",7,"",NA,NA,NA,"Sarhi","species",1
"S35340837","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,50,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:02 PM","eBird - Traveling Count",15,1,0.32,NA,5,"","","G8 Advar segment 9","Transect","G8","PM",9,"",NA,NA,NA,"Bhaisanghat","species",1
"S35340767","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:29 AM","eBird - Traveling Count",229,1,5,NA,5,"","","On safari","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35531443","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:30 AM","eBird - Traveling Count",180,1,4,NA,6,"","","While doing Safari in the Kanha range, sunny day<br />Submitted from eBird Android 1.0.2","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323849","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:52 AM","eBird - Traveling Count",90,1,15,NA,6,"","","Safari. Garima, kailash, . Pintueli, rujuta","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35363369","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,4,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3806111,81.0368333,"03-18-2017","06:24 AM","eBird - Traveling Count",10,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare","Transect","C12","AM",2,"Mix 1.0",0,1,0,"Phen","species",1
"S35364871","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3944528,81.0675556,"03-18-2017","07:44 AM","eBird - Traveling Count",22,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",4,"Mix 1.0",0,1,0,"Phen","species",1
"S35364871","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3944528,81.0675556,"03-18-2017","07:44 AM","eBird - Traveling Count",22,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",4,"Mix 1.0",0,1,0,"Phen","species",1
"S35364873","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3933056,81.0681944,"03-18-2017","08:06 AM","eBird - Traveling Count",34,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre    There was a dried up nallah 10-12 feets deep which took a lot of our time crossing it.","Transect","C13","AM",5,"Mix 1.0",0,1,0,"Phen","species",1
"S35364873","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3933056,81.0681944,"03-18-2017","08:06 AM","eBird - Traveling Count",34,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre    There was a dried up nallah 10-12 feets deep which took a lot of our time crossing it.","Transect","C13","AM",5,"Mix 1.0",0,1,0,"Phen","species",1
"S35364904","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3325833,81.0948333,"03-19-2017","07:13 AM","eBird - Traveling Count",30,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",1,"Mix 1.0",0,1,0,"Phen","species",1
"S35364904","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3325833,81.0948333,"03-19-2017","07:13 AM","eBird - Traveling Count",30,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",1,"Mix 1.0",0,1,0,"Phen","species",1
"S35364906","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3855833,81.00175,"03-19-2017","07:17 AM","eBird - Traveling Count",15,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare    Babujhiria","Transect","C11","AM",3,"Mix 1.0",0,1,0,"Phen","species",1
"S35364913","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.33375,81.0981111,"03-19-2017","08:08 AM","eBird - Traveling Count",20,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",3,"Mix 1.0",0,1,0,"Phen","species",1
"S35364913","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,2,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.33375,81.0981111,"03-19-2017","08:08 AM","eBird - Traveling Count",20,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",3,"Mix 1.0",0,1,0,"Phen","species",1
"S35364919","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3363889,81.1053056,"03-19-2017","09:55 AM","eBird - Traveling Count",25,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","General","C12","AM",NA,"",NA,NA,NA,"Phen","species",1
"S35364921","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3379167,81.1085833,"03-19-2017","10:45 AM","eBird - Traveling Count",25,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",9,"Mix 1.0",0,1,0,"Phen","species",1
"S35364921","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3379167,81.1085833,"03-19-2017","10:45 AM","eBird - Traveling Count",25,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",9,"Mix 1.0",0,1,0,"Phen","species",1
"S35364926","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3823056,81.0018333,"03-19-2017","03:20 PM","eBird - Traveling Count",30,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","PM",1,"Mix 1.0",0,1,0,"Phen","species",1
"S35364926","Chestnut-shouldered Petronia (Yellow-throated Sparrow)","Petronia xanthocollis",31420,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3823056,81.0018333,"03-19-2017","03:20 PM","eBird - Traveling Count",30,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","PM",1,"Mix 1.0",0,1,0,"Phen","species",1
"S35306180","Baya Weaver","Ploceus philippinus",31648,1,"IN-MP","Balaghat","22.1892x80.9335 - 18-Mar-2017, 11:07 AM",22.189216,80.93355,"03-18-2017","11:07 AM","eBird - Traveling Count",16,1,0.2,NA,7,"","","Walk around Supkar Rest house","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35340896","Red Avadavat","Amandava amandava",31933,50,"IN-MP","Balaghat","IN - 22.167x80.831 - Mar 20, 2017 9:55 AM",22.1674733,80.831375,"03-18-2017","06:56 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G9 Advar segment 5","Transect","G9","AM",5,"",NA,NA,NA,"Bhaisanghat","species",1
"S35340894","Red Avadavat","Amandava amandava",31933,50,"IN-MP","Balaghat","IN - 22.169x80.831 - Mar 20, 2017 9:56 AM",22.1693433,80.8306983,"03-18-2017","07:10 AM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G9 Advar segment 6","Transect","G9","AM",6,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323633","Red Avadavat","Amandava amandava",31933,6,"IN-MP","Balaghat","IN-Madhya Pradesh-Unnamed Road - 22.193x80.972 - 20 Mar 2017 09:32",22.1925625,80.9724175,"03-19-2017","03:12 PM","eBird - Traveling Count",30,1,10,NA,2,"","","","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35323542","Red Avadavat","Amandava amandava",31933,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:15 AM","eBird - Traveling Count",20,1,0.2,NA,4,"","","22 13 16.73  80 35 4.37  Alt612 metre  Hilly terrain Sal35% miscellaneous 65%","Transect","F4","AM",3,"Sal 0.35, Mix 0.65",0.35,0.65,0,"Mukki","species",1
"S35306207","Indian Silverbill (White-throated Munia)","Euodice malabarica",32038,3,"IN-MP","Balaghat","22.1546x80.9167 - 18-Mar-2017, 7:22 AM",22.154645,80.916703,"03-18-2017","07:22 AM","eBird - Traveling Count",12,1,0.2,NA,3,"","","G10 - Transect Name - Otessara","Transect","G10","AM",5,"Sal 1.0",1,0,0,"Supkhar","species",1
"S35306210","Indian Silverbill (White-throated Munia)","Euodice malabarica",32038,3,"IN-MP","Balaghat","22.1560x80.9163 - 18-Mar-2017, 7:05 AM",22.155975,80.916313,"03-18-2017","07:05 AM","eBird - Traveling Count",16,1,0.2,NA,3,"","","G10 - Transect Name - Otessara","Transect","G10","AM",4,"Sal 1.0",1,0,0,"Supkhar","species",1
"S35407984","Indian Silverbill (White-throated Munia)","Euodice malabarica",32038,25,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:19 AM","eBird - Traveling Count",24,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf b2 - 22.3330080.59583  Wild boar, spotted deer.","Transect","D4","AM",2,"",NA,NA,NA,"Sarhi","species",1
"S35350967","Indian Silverbill (White-throated Munia)","Euodice malabarica",32038,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:10 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","","N 22°12°33.50'   E 80°54°08.10'   Name Of Range : SUPKHAR  Name of Grid : 07 / F10  FG : KURKUTI  PLACE : JAITPURI FRH ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)NANDKISHORE PATLE(FOREST GUARD),(5)SUNNY DAS(SHRAMIK),(6)BIREN YADAV(SHRAMIK),  Fourth Lap of 200M....04.10 To 04.24 &#61; 14 MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande    Road crossing here.","Transect","F10","PM",4,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35350579","White-rumped Munia","Lonchura striata",32043,50,"IN-MP","Balaghat","Kanha_IN-Madhya Pradesh-Bilaikhar-Unnamed Road - 22.235x80.84",22.2353938,80.8404041,"03-20-2017","07:24 AM","eBird - Traveling Count",135,1,55,NA,4,"","Offline checklist....A group flying nesrby vehicle","Photographs by Mr.Jitesh Pande  Bamni dadar.....Top highest most place of kanha    leaf bird","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35306291","White-rumped Munia","Lonchura striata",32043,4,"IN-MP","Mandla","IN-Madhya Pradesh-Kanha National Park - 22.3066x80.5215 - 18-Mar-2017, 6:40 PM",22.306559,80.521495,"03-19-2017","09:12 AM","eBird - Traveling Count",9,1,0.2,NA,4,"","","End  Lat: 22.15'00.9""  Long: 080.32'29.6    F3- Jamuntola - segment9","Transect","F3","AM",9,"Sal 1.0",1,0,0,"Kisli","species",1
"S35344886","White-rumped Munia","Lonchura striata",32043,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","11:29 AM","eBird - Casual Observation",NA,0,NA,NA,6,"","","To kisli","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S36135999","White-rumped Munia","Lonchura striata",32043,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:57 AM","eBird - Traveling Count",28,1,0.2,NA,4,"","","22 13 44.08  80 38 47.85  862m  Raju, Uday, Umesh, Sharmila  Hilly terrain, Miscellenious forest","Transect","F5","AM",2,"Mix 1.0",0,1,0,"Kanha","species",1
"S35508326","White-rumped Munia","Lonchura striata",32043,6,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:19 AM","eBird - Traveling Count",21,1,0.2,NA,4,"","","1st segment of bhuindabra trail in grid F6.   Start location  22 15 31.8  80 40 40.7  Bamboo grove","Transect","F6","AM",1,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323712","White-rumped Munia","Lonchura striata",32043,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:45 AM","eBird - Traveling Count",105,1,4,NA,4,"","","Mixed forest  22 14 42.35  80 38 46.01  Alt652 meter","General","F5","AM",NA,"",NA,NA,NA,"Kanha","species",1
"S36273157","White-rumped Munia","Lonchura striata",32043,5,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","03:50 PM","eBird - Traveling Count",100,1,2,NA,4,"","","Starting point- Umarpani  22 15 20.95  80 37 20.67  Alt 680m  Mixed forest   End point- Kanha Meadow  22 13 44.08  80 38 47.85  Alt.862 meter  Mixed forest  Raju, Uday, Umesh, Sharmila","General","F5","PM",NA,"",NA,NA,NA,"Kanha","species",1
"S35366163","White-rumped Munia","Lonchura striata",32043,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:10 PM","eBird - Traveling Count",10,1,0.2,NA,3,"","","F3- Jamuntola - segment1    Uphill with high canopy Sal forest around ","Transect","F3","PM",1,"Sal 1.0",1,0,0,"Kisli","species",1
"S35350579","Scaly-breasted Munia (Spotted Munia)","Lonchura punctulata",32057,2,"IN-MP","Balaghat","Kanha_IN-Madhya Pradesh-Bilaikhar-Unnamed Road - 22.235x80.84",22.2353938,80.8404041,"03-20-2017","07:24 AM","eBird - Traveling Count",135,1,55,NA,4,"","","Photographs by Mr.Jitesh Pande  Bamni dadar.....Top highest most place of kanha    leaf bird","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S36135999","Scaly-breasted Munia (Spotted Munia)","Lonchura punctulata",32057,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:57 AM","eBird - Traveling Count",28,1,0.2,NA,4,"","","22 13 44.08  80 38 47.85  862m  Raju, Uday, Umesh, Sharmila  Hilly terrain, Miscellenious forest","Transect","F5","AM",2,"Mix 1.0",0,1,0,"Kanha","species",1
"S35407984","Scaly-breasted Munia (Spotted Munia)","Lonchura punctulata",32057,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:19 AM","eBird - Traveling Count",24,1,0.2,NA,4,"","","Team Baza  Location D4 Sonf b2 - 22.3330080.59583  Wild boar, spotted deer.","Transect","D4","AM",2,"",NA,NA,NA,"Sarhi","species",1
